month,customer_id,name,region,currency,plan,seats,mrr_local,signup_month
2025-03,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-03,C0116,Customer 0116,emea,EUR,Scale,8,1920,2025-03
2025-03,C0118,Customer 0118,emea,EUR,Growth,5,450,2025-03
2025-03,C0123,Customer 0123,amer,USD,Starter,10,300,2025-02
2025-03,C0127,Customer 0127,amer,USD,Growth,12,1080,2025-03
2025-03,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-03,C0131,Customer 0131,emea,EUR,Scale,10,2400,2024-11
2025-03,C0134,Customer 0134,emea,GBP,Starter,10,300,2025-03
2025-03,C0135,Customer 0135,emea,EUR,Starter,14,420,2023-12
2025-03,C0137,Customer 0137,emea,GBP,Growth,25,2250,2025-03
2025-03,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-03,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-03,C0141,Customer 0141,amer,USD,Starter,17,510,2025-02
2025-03,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-03,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-03,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-03,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-04,C0001,Customer 0001,amer,CAD,Enterprise,5,3000,2024-05
2025-04,C0003,Customer 0003,emea,EUR,Growth,12,1080,2025-02
2025-04,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-04,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-04,C0009,Customer 0009,amer,USD,Starter,64,1920,2024-07
2025-04,C0010,Customer 0010,amer,USD,Starter,7,210,2024-10
2025-04,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2025-04,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-04,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-04,C0015,Customer 0015,emea,GBP,Starter,14,420,2024-12
2025-04,C0016,Customer 0016,emea,EUR,Starter,3,90,2025-02
2025-04,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-04,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-04,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-04,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-04,C0024,Customer 0024,amer,USD,Starter,8,240,2024-02
2025-04,C0028,Customer 0028,emea,EUR,Growth,8,720,2025-03
2025-04,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-04,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-04,C0034,Customer 0034,amer,USD,Scale,12,2880,2024-09
2025-04,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-04,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-04,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2025-04,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-04,C0040,Customer 0040,emea,EUR,Growth,7,630,2024-12
2025-04,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-04,C0048,Customer 0048,emea,EUR,Growth,3,270,2024-05
2025-04,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-04,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-04,C0051,Customer 0051,amer,USD,Growth,20,1800,2025-02
2025-04,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-04,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2025-04,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-04,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-04,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-04,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-04,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-04,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-04,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-04,C0066,Customer 0066,amer,USD,Enterprise,63,37800,2024-09
2025-04,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-04,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-04,C0069,Customer 0069,emea,EUR,Scale,8,1920,2024-09
2025-04,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-04,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-04,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-04,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2025-04,C0079,Customer 0079,emea,EUR,Starter,20,600,2025-02
2025-04,C0080,Customer 0080,emea,EUR,Growth,11,990,2024-10
2025-04,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-04,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-04,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-04,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-04,C0091,Customer 0091,amer,USD,Enterprise,33,19800,2023-08
2025-04,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2025-04,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-04,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-04,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-04,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2025-04,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-04,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-04,C0104,Customer 0104,amer,CAD,Starter,5,150,2025-01
2025-04,C0105,Customer 0105,amer,USD,Enterprise,11,6600,2024-06
2025-04,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-04,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-04,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2025-04,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-04,C0111,Customer 0111,amer,USD,Starter,24,720,2024-04
2025-04,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-04,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-04,C0116,Customer 0116,emea,EUR,Scale,8,1920,2025-03
2025-04,C0118,Customer 0118,emea,EUR,Growth,3,270,2025-03
2025-04,C0123,Customer 0123,amer,USD,Starter,10,300,2025-02
2025-04,C0127,Customer 0127,amer,USD,Growth,12,1080,2025-03
2025-04,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-04,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-04,C0134,Customer 0134,emea,GBP,Starter,10,300,2025-03
2025-04,C0135,Customer 0135,emea,EUR,Starter,14,420,2023-12
2025-04,C0137,Customer 0137,emea,GBP,Scale,28,6720,2025-03
2025-04,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-04,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-04,C0141,Customer 0141,amer,USD,Starter,17,510,2025-02
2025-04,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-04,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-04,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-04,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-05,C0001,Customer 0001,amer,CAD,Enterprise,5,3000,2024-05
2025-05,C0003,Customer 0003,emea,EUR,Growth,12,1080,2025-02
2025-05,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-05,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-05,C0009,Customer 0009,amer,USD,Starter,64,1920,2024-07
2025-05,C0010,Customer 0010,amer,USD,Starter,7,210,2024-10
2025-05,C0011,Customer 0011,amer,USD,Starter,20,600,2023-12
2025-05,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-05,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-05,C0015,Customer 0015,emea,GBP,Starter,14,420,2024-12
2025-05,C0016,Customer 0016,emea,EUR,Starter,3,90,2025-02
2025-05,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-05,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-05,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-05,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-05,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-05,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-05,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-05,C0034,Customer 0034,amer,USD,Scale,13,3120,2024-09
2025-05,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-05,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-05,C0038,Customer 0038,emea,GBP,Growth,25,2250,2024-05
2025-05,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-05,C0040,Customer 0040,emea,EUR,Growth,7,630,2024-12
2025-05,C0044,Customer 0044,amer,CAD,Starter,39,1170,2023-08
2025-05,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-05,C0048,Customer 0048,emea,EUR,Growth,3,270,2024-05
2025-05,C0049,Customer 0049,emea,EUR,Growth,59,5310,2024-01
2025-05,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-05,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-05,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-05,C0053,Customer 0053,emea,EUR,Enterprise,5,3000,2024-07
2025-05,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-05,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-05,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-05,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-05,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-05,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-05,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-05,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-05,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-05,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-05,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-05,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-05,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-05,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-05,C0077,Customer 0077,emea,EUR,Scale,61,14640,2024-09
2025-05,C0079,Customer 0079,emea,EUR,Starter,21,630,2025-02
2025-05,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-05,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-05,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-05,C0086,Customer 0086,emea,EUR,Starter,7,210,2024-12
2025-05,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-05,C0091,Customer 0091,amer,USD,Enterprise,33,19800,2023-08
2025-05,C0092,Customer 0092,amer,USD,Starter,13,390,2024-03
2025-05,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-05,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-05,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-05,C0099,Customer 0099,amer,USD,Starter,5,150,2023-10
2025-05,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-05,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-05,C0104,Customer 0104,amer,CAD,Starter,5,150,2025-01
2025-05,C0105,Customer 0105,amer,USD,Enterprise,11,6600,2024-06
2025-05,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-05,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-05,C0109,Customer 0109,amer,USD,Starter,8,240,2024-06
2025-05,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-05,C0111,Customer 0111,amer,USD,Starter,24,720,2024-04
2025-05,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-05,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-05,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-05,C0118,Customer 0118,emea,EUR,Growth,3,270,2025-03
2025-05,C0123,Customer 0123,amer,USD,Starter,10,300,2025-02
2025-05,C0127,Customer 0127,amer,USD,Growth,12,1080,2025-03
2025-05,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-05,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-05,C0134,Customer 0134,emea,GBP,Starter,10,300,2025-03
2025-05,C0137,Customer 0137,emea,GBP,Scale,28,6720,2025-03
2025-05,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-05,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-05,C0141,Customer 0141,amer,USD,Starter,17,510,2025-02
2025-05,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-05,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-05,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-05,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-05,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-06,C0001,Customer 0001,amer,CAD,Enterprise,5,3000,2024-05
2025-06,C0003,Customer 0003,emea,EUR,Scale,14,3360,2025-02
2025-06,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-06,C0008,Customer 0008,amer,USD,Growth,101,9090,2023-10
2025-06,C0009,Customer 0009,amer,USD,Starter,64,1920,2024-07
2025-06,C0010,Customer 0010,amer,USD,Starter,7,210,2024-10
2025-06,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-06,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-06,C0015,Customer 0015,emea,GBP,Starter,14,420,2024-12
2025-06,C0016,Customer 0016,emea,EUR,Growth,8,720,2025-02
2025-06,C0018,Customer 0018,amer,CAD,Starter,12,360,2024-12
2025-06,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-06,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-06,C0023,Customer 0023,amer,USD,Enterprise,18,10800,2023-07
2025-06,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-06,C0030,Customer 0030,emea,GBP,Starter,3,90,2023-11
2025-06,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-06,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-06,C0035,Customer 0035,amer,USD,Enterprise,41,24600,2024-05
2025-06,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-06,C0038,Customer 0038,emea,GBP,Growth,23,2070,2024-05
2025-06,C0039,Customer 0039,emea,EUR,Starter,40,1200,2025-01
2025-06,C0040,Customer 0040,emea,EUR,Growth,4,360,2024-12
2025-06,C0043,Customer 0043,amer,USD,Growth,25,2250,2025-06
2025-06,C0044,Customer 0044,amer,CAD,Starter,40,1200,2023-08
2025-06,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-06,C0048,Customer 0048,emea,EUR,Growth,3,270,2024-05
2025-06,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-06,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-06,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-06,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-06,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-06,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-06,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-06,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-06,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-06,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-06,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-06,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-06,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-06,C0068,Customer 0068,amer,USD,Growth,6,540,2024-01
2025-06,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-06,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-06,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-06,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-06,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-06,C0077,Customer 0077,emea,EUR,Scale,66,15840,2024-09
2025-06,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-06,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-06,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-06,C0086,Customer 0086,emea,EUR,Starter,7,210,2024-12
2025-06,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-06,C0091,Customer 0091,amer,USD,Enterprise,33,19800,2023-08
2025-06,C0092,Customer 0092,amer,USD,Starter,18,540,2024-03
2025-06,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-06,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-06,C0098,Customer 0098,emea,EUR,Starter,100,3000,2024-08
2025-06,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-06,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-06,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-06,C0103,Customer 0103,emea,EUR,Starter,57,1710,2024-02
2025-06,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-06,C0105,Customer 0105,amer,USD,Enterprise,12,7200,2024-06
2025-06,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-06,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-06,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-06,C0110,Customer 0110,amer,USD,Scale,5,1200,2024-09
2025-06,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-06,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-06,C0114,Customer 0114,emea,GBP,Growth,61,5490,2024-05
2025-06,C0115,Customer 0115,amer,USD,Growth,3,270,2024-11
2025-06,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-06,C0118,Customer 0118,emea,EUR,Growth,4,360,2025-03
2025-06,C0123,Customer 0123,amer,USD,Starter,9,270,2025-02
2025-06,C0127,Customer 0127,amer,USD,Growth,12,1080,2025-03
2025-06,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-06,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-06,C0134,Customer 0134,emea,GBP,Starter,10,300,2025-03
2025-06,C0137,Customer 0137,emea,GBP,Scale,31,7440,2025-03
2025-06,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-06,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-06,C0141,Customer 0141,amer,USD,Starter,17,510,2025-02
2025-06,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-06,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-06,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-06,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-06,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-07,C0001,Customer 0001,amer,CAD,Enterprise,3,1800,2024-05
2025-07,C0003,Customer 0003,emea,EUR,Scale,14,3360,2025-02
2025-07,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-07,C0008,Customer 0008,amer,USD,Growth,102,9180,2023-10
2025-07,C0009,Customer 0009,amer,USD,Starter,62,1860,2024-07
2025-07,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-07,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-07,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-07,C0015,Customer 0015,emea,GBP,Starter,14,420,2024-12
2025-07,C0016,Customer 0016,emea,EUR,Growth,8,720,2025-02
2025-07,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-07,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-07,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-07,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-07,C0027,Customer 0027,emea,EUR,Starter,40,1200,2025-07
2025-07,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
2025-07,C0030,Customer 0030,emea,GBP,Growth,6,540,2023-11
2025-07,C0031,Customer 0031,amer,USD,Starter,20,600,2024-12
2025-07,C0034,Customer 0034,amer,USD,Enterprise,15,9000,2024-09
2025-07,C0035,Customer 0035,amer,USD,Enterprise,42,25200,2024-05
2025-07,C0036,Customer 0036,emea,EUR,Scale,40,9600,2025-07
2025-07,C0037,Customer 0037,amer,CAD,Growth,20,1800,2023-12
2025-07,C0038,Customer 0038,emea,GBP,Growth,23,2070,2024-05
2025-07,C0039,Customer 0039,emea,EUR,Starter,41,1230,2025-01
2025-07,C0040,Customer 0040,emea,EUR,Growth,4,360,2024-12
2025-07,C0043,Customer 0043,amer,USD,Growth,25,2250,2025-06
2025-07,C0044,Customer 0044,amer,CAD,Starter,40,1200,2023-08
2025-07,C0045,Customer 0045,amer,USD,Scale,22,5280,2025-02
2025-07,C0048,Customer 0048,emea,EUR,Scale,4,960,2024-05
2025-07,C0050,Customer 0050,amer,USD,Starter,4,120,2024-10
2025-07,C0051,Customer 0051,amer,USD,Growth,25,2250,2025-02
2025-07,C0052,Customer 0052,emea,EUR,Growth,8,720,2025-02
2025-07,C0053,Customer 0053,emea,EUR,Enterprise,6,3600,2024-07
2025-07,C0054,Customer 0054,amer,CAD,Starter,6,180,2024-07
2025-07,C0056,Customer 0056,emea,EUR,Scale,20,4800,2024-09
2025-07,C0057,Customer 0057,amer,USD,Growth,11,990,2024-01
2025-07,C0058,Customer 0058,amer,USD,Growth,10,900,2025-04
2025-07,C0059,Customer 0059,emea,EUR,Growth,12,1080,2024-10
2025-07,C0060,Customer 0060,amer,USD,Growth,45,4050,2024-04
2025-07,C0063,Customer 0063,amer,USD,Scale,11,2640,2024-12
2025-07,C0066,Customer 0066,amer,USD,Enterprise,68,40800,2024-09
2025-07,C0067,Customer 0067,emea,EUR,Scale,5,1200,2024-11
2025-07,C0068,Customer 0068,amer,USD,Scale,7,1680,2024-01
2025-07,C0069,Customer 0069,emea,EUR,Enterprise,11,6600,2024-09
2025-07,C0070,Customer 0070,amer,USD,Starter,8,240,2024-12
2025-07,C0072,Customer 0072,amer,CAD,Starter,40,1200,2025-02
2025-07,C0073,Customer 0073,emea,GBP,Scale,25,6000,2024-04
2025-07,C0076,Customer 0076,amer,CAD,Starter,60,1800,2025-06
2025-07,C0077,Customer 0077,emea,EUR,Scale,66,15840,2024-09
2025-07,C0080,Customer 0080,emea,EUR,Growth,9,810,2024-10
2025-07,C0082,Customer 0082,emea,GBP,Scale,25,6000,2024-08
2025-07,C0083,Customer 0083,amer,USD,Growth,10,900,2025-01
2025-07,C0086,Customer 0086,emea,EUR,Starter,4,120,2024-12
2025-07,C0089,Customer 0089,emea,GBP,Starter,14,420,2024-05
2025-07,C0091,Customer 0091,amer,USD,Enterprise,36,21600,2023-08
2025-07,C0092,Customer 0092,amer,USD,Starter,18,540,2024-03
2025-07,C0094,Customer 0094,emea,GBP,Starter,20,600,2023-07
2025-07,C0097,Customer 0097,emea,GBP,Enterprise,60,36000,2025-03
2025-07,C0098,Customer 0098,emea,EUR,Starter,103,3090,2024-08
2025-07,C0099,Customer 0099,amer,USD,Starter,8,240,2023-10
2025-07,C0100,Customer 0100,emea,GBP,Starter,10,300,2025-06
2025-07,C0101,Customer 0101,emea,EUR,Growth,5,450,2024-07
2025-07,C0103,Customer 0103,emea,EUR,Starter,56,1680,2024-02
2025-07,C0104,Customer 0104,amer,CAD,Starter,3,90,2025-01
2025-07,C0105,Customer 0105,amer,USD,Enterprise,12,7200,2024-06
2025-07,C0106,Customer 0106,amer,USD,Starter,31,930,2024-04
2025-07,C0107,Customer 0107,emea,EUR,Scale,101,24240,2024-10
2025-07,C0109,Customer 0109,amer,USD,Starter,6,180,2024-06
2025-07,C0110,Customer 0110,amer,USD,Scale,3,720,2024-09
2025-07,C0111,Customer 0111,amer,USD,Starter,23,690,2024-04
2025-07,C0113,Customer 0113,emea,EUR,Growth,43,3870,2024-06
2025-07,C0115,Customer 0115,amer,USD,Growth,4,360,2024-11
2025-07,C0116,Customer 0116,emea,EUR,Enterprise,11,6600,2025-03
2025-07,C0118,Customer 0118,emea,EUR,Growth,4,360,2025-03
2025-07,C0122,Customer 0122,amer,CAD,Scale,40,9600,2025-07
2025-07,C0123,Customer 0123,amer,USD,Starter,9,270,2025-02
2025-07,C0127,Customer 0127,amer,USD,Growth,11,990,2025-03
2025-07,C0128,Customer 0128,emea,EUR,Growth,37,3330,2024-06
2025-07,C0133,Customer 0133,amer,USD,Growth,8,720,2025-04
2025-07,C0134,Customer 0134,emea,GBP,Starter,10,300,2025-03
2025-07,C0136,Customer 0136,emea,EUR,Starter,3,90,2025-07
2025-07,C0137,Customer 0137,emea,GBP,Scale,31,7440,2025-03
2025-07,C0139,Customer 0139,emea,GBP,Starter,8,240,2024-08
2025-07,C0140,Customer 0140,amer,CAD,Starter,10,300,2024-12
2025-07,C0141,Customer 0141,amer,USD,Starter,17,510,2025-02
2025-07,C0143,Customer 0143,emea,EUR,Growth,12,1080,2024-11
2025-07,C0146,Customer 0146,emea,EUR,Starter,100,3000,2024-06
2025-07,C0147,Customer 0147,emea,EUR,Starter,10,300,2025-05
2025-07,C0149,Customer 0149,amer,USD,Scale,11,2640,2024-04
2025-07,C0150,Customer 0150,amer,USD,Growth,25,2250,2025-03
2025-08,C0001,Customer 0001,amer,CAD,Enterprise,5,3000,2024-05
2025-08,C0003,Customer 0003,emea,EUR,Scale,19,4560,2025-02
2025-08,C0004,Customer 0004,emea,EUR,Scale,20,4800,2025-03
2025-08,C0006,Customer 0006,amer,USD,Scale,10,2400,2025-08
2025-08,C0008,Customer 0008,amer,USD,Growth,102,9180,2023-10
2025-08,C0009,Customer 0009,amer,USD,Starter,62,1860,2024-07
2025-08,C0010,Customer 0010,amer,USD,Starter,4,120,2024-10
2025-08,C0012,Customer 0012,amer,CAD,Starter,100,3000,2025-08
2025-08,C0013,Customer 0013,amer,USD,Starter,10,300,2024-12
2025-08,C0014,Customer 0014,amer,USD,Starter,4,120,2023-07
2025-08,C0015,Customer 0015,emea,GBP,Growth,16,1440,2024-12
2025-08,C0016,Customer 0016,emea,EUR,Growth,7,630,2025-02
2025-08,C0019,Customer 0019,amer,USD,Enterprise,5,3000,2025-07
2025-08,C0020,Customer 0020,amer,USD,Scale,3,720,2025-04
2025-08,C0022,Customer 0022,amer,USD,Enterprise,10,6000,2024-01
2025-08,C0023,Customer 0023,amer,USD,Enterprise,15,9000,2023-07
2025-08,C0027,Customer 0027,emea,EUR,Starter,40,1200,2025-07
2025-08,C0028,Customer 0028,emea,EUR,Scale,10,2400,2025-03
